OrderID,OrderDate,Region,Category,SubCategory,Customer,Quantity,Sales,Discount,Profit,RepeatCustomer
1041,2025-05-05,West,Technology,Copiers,Customer_045,2,735.43,0.1,69.31,No
1042,2025-03-04,West,Furniture,Tables,Customer_033,6,1237.7,0.1,226.31,No
1043,2025-03-23,West,Office Supplies,Envelopes,Customer_032,4,63.54,0.2,6.07,No
1044,2025-02-09,South,Technology,Copiers,Customer_010,2,474.33,0,41.6,Yes
1045,2025-07-28,South,Furniture,Storage,Customer_045,7,1852.63,0.1,460.54,No
1046,2025-09-02,North,Office Supplies,Envelopes,Customer_039,7,430.57,0.15,86.69,Yes
1047,2025-05-20,South,Technology,Accessories,Customer_009,7,527.5,0.2,38.51,Yes
1048,2025-02-12,North,Technology,Phones,Customer_021,1,151.77,0,21.97,Yes
1049,2025-08-04,East,Technology,Machines,Customer_042,1,122.57,0,13.0,Yes
1050,2025-04-13,North,Furniture,Tables,Customer_030,8,4131.19,0.2,259.76,No
1051,2025-11-07,East,Technology,Accessories,Customer_020,3,2016.12,0,155.29,Yes
1052,2025-02-08,West,Technology,Accessories,Customer_037,5,2187.02,0.2,350.1,Yes
1053,2025-12-05,North,Technology,Copiers,Customer_041,7,3006.29,0.1,206.67,No
1054,2025-08-11,West,Office Supplies,Paper,Customer_018,8,279.68,0.1,40.0,No
1055,2025-05-23,East,Furniture,Chairs,Customer_012,7,4146.05,0,237.05,No
1056,2025-05-13,West,Furniture,Bookcases,Customer_006,5,835.17,0.15,37.3,No
1057,2025-09-08,South,Office Supplies,Envelopes,Customer_015,8,341.94,0.1,76.39,Yes
1058,2025-06-06,West,Office Supplies,Paper,Customer_023,6,181.39,0.1,48.84,No
1059,2025-05-09,West,Technology,Machines,Customer_047,3,1152.38,0,119.96,No
1060,2025-06-01,East,Furniture,Tables,Customer_019,3,654.36,0,40.16,Yes
1061,2025-02-22,South,Office Supplies,Envelopes,Customer_056,8,337.72,0,32.45,Yes
1062,2025-07-25,West,Furniture,Chairs,Customer_006,3,654.63,0,165.48,No
1063,2025-11-07,South,Furniture,Storage,Customer_038,7,2866.4,0.1,714.92,Yes
1064,2025-11-09,West,Technology,Phones,Customer_012,4,323.51,0,69.59,Yes
1065,2025-07-29,North,Furniture,Chairs,Customer_030,4,1257.05,0,285.02,No
1066,2025-05-16,North,Office Supplies,Paper,Customer_010,4,218.35,0.1,15.46,Yes
1067,2025-01-31,East,Furniture,Chairs,Customer_045,5,914.54,0.1,66.74,No
1068,2025-08-13,West,Technology,Copiers,Customer_044,6,311.59,0.15,29.82,Yes
1069,2025-10-23,North,Office Supplies,Labels,Customer_041,8,322.3,0,30.74,No
1070,2025-06-28,West,Furniture,Storage,Customer_043,3,570.06,0,87.17,No
1071,2025-08-21,West,Office Supplies,Binders,Customer_056,7,62.31,0.15,13.57,Yes
1072,2025-04-07,West,Technology,Phones,Customer_060,8,2688.27,0,271.22,No
1073,2025-03-04,East,Technology,Copiers,Customer_006,3,1724.31,0,323.67,No
1074,2025-03-02,South,Furniture,Storage,Customer_031,5,2188.25,0.15,421.02,Yes
1075,2025-10-10,West,Furniture,Storage,Customer_027,3,302.67,0,36.04,No
1076,2025-01-02,East,Office Supplies,Labels,Customer_022,8,431.38,0,69.73,Yes
1077,2025-04-07,West,Technology,Machines,Customer_059,7,1042.42,0,135.04,No
1078,2025-09-11,West,Technology,Accessories,Customer_034,6,564.27,0,151.53,No
1079,2025-07-29,West,Furniture,Tables,Customer_006,5,1731.88,0,356.45,No
1080,2025-06-12,East,Office Supplies,Envelopes,Customer_059,1,45.76,0.15,2.61,No
1081,2025-08-11,East,Furniture,Chairs,Customer_002,2,1295.22,0.1,106.77,Yes
1082,2025-05-31,North,Technology,Phones,Customer_012,7,2611.11,0.15,489.28,Yes
1083,2025-11-14,North,Office Supplies,Envelopes,Customer_043,4,194.95,0.1,36.75,Yes
1084,2025-12-13,North,Technology,Machines,Customer_030,5,526.98,0.2,122.47,No
1085,2025-09-05,East,Furniture,Storage,Customer_043,5,745.03,0.2,73.79,No
1086,2025-10-17,West,Technology,Phones,Customer_052,8,3295.42,0,803.87,No
1087,2025-11-14,East,Furniture,Tables,Customer_003,3,694.08,0.2,41.25,No
1088,2025-10-24,East,Technology,Phones,Customer_051,6,980.49,0.2,120.7,Yes
1089,2025-03-26,East,Office Supplies,Labels,Customer_030,5,226.26,0.2,48.44,No
1090,2025-12-13,North,Furniture,Tables,Customer_035,6,2739.56,0,678.51,Yes
1091,2025-12-11,North,Technology,Machines,Customer_040,6,1479.73,0,323.63,Yes
1092,2025-11-28,East,Office Supplies,Paper,Customer_003,5,402.62,0.2,48.98,Yes
1093,2025-02-19,East,Technology,Phones,Customer_035,6,2990.86,0.2,687.53,No
1094,2025-08-01,West,Office Supplies,Paper,Customer_029,5,166.32,0,37.02,Yes
1095,2025-12-18,South,Technology,Phones,Customer_055,1,762.59,0.1,81.65,No
1096,2025-11-25,West,Furniture,Tables,Customer_014,6,1608.89,0,478.17,No
1097,2025-10-28,North,Office Supplies,Paper,Customer_010,3,88.93,0.15,3.83,No
1098,2025-03-31,South,Office Supplies,Labels,Customer_017,6,93.78,0,18.49,Yes
1099,2025-09-27,North,Furniture,Storage,Customer_015,6,834.59,0.15,140.76,Yes
1100,2025-08-23,North,Office Supplies,Labels,Customer_059,7,559.26,0.1,111.5,Yes
1101,2025-06-14,West,Furniture,Chairs,Customer_030,6,1545.63,0.1,415.45,No
1102,2025-12-02,West,Furniture,Chairs,Customer_022,4,1088.04,0.1,159.51,No
1103,2025-02-18,West,Technology,Copiers,Customer_054,3,554.57,0.2,124.55,Yes
1104,2025-02-19,North,Furniture,Storage,Customer_043,1,467.19,0.15,114.83,No
1105,2025-12-07,North,Technology,Machines,Customer_037,1,367.2,0,73.48,Yes
1106,2025-04-25,South,Furniture,Storage,Customer_055,2,1093.22,0,211.57,No
1107,2025-01-15,North,Office Supplies,Labels,Customer_037,6,169.04,0,8.71,No
1108,2025-11-21,West,Furniture,Tables,Customer_020,7,2663.3,0.1,391.69,Yes
1109,2025-01-27,East,Office Supplies,Binders,Customer_039,2,19.21,0,3.09,Yes
1110,2025-04-21,West,Technology,Machines,Customer_043,5,439.93,0.2,77.29,No
1111,2025-07-22,East,Furniture,Tables,Customer_008,4,2604.41,0,627.77,Yes
1112,2025-03-31,North,Technology,Copiers,Customer_028,6,2696.62,0,402.52,No
1113,2025-06-10,North,Technology,Phones,Customer_021,7,3360.35,0,264.77,Yes
1114,2025-12-20,South,Office Supplies,Envelopes,Customer_026,4,287.01,0.1,50.94,No
1115,2025-04-24,East,Office Supplies,Labels,Customer_023,2,95.23,0.15,14.37,No
1116,2025-05-01,East,Office Supplies,Paper,Customer_041,3,59.44,0.2,3.27,No
1117,2025-12-15,West,Technology,Copiers,Customer_031,6,1846.14,0.2,190.57,No
1118,2025-05-21,West,Office Supplies,Labels,Customer_019,8,54.93,0.1,2.94,No
1119,2025-11-11,North,Office Supplies,Binders,Customer_013,1,48.52,0.1,12.11,No
1120,2025-09-14,East,Office Supplies,Envelopes,Customer_003,6,84.23,0.2,4.79,No
1121,2025-08-13,South,Office Supplies,Envelopes,Customer_039,5,169.53,0.1,23.22,Yes
1122,2025-02-03,North,Office Supplies,Labels,Customer_039,5,169.96,0.2,35.74,No
1123,2025-10-26,South,Technology,Phones,Customer_020,7,5421.06,0,1077.49,No
1124,2025-03-07,West,Office Supplies,Labels,Customer_002,2,78.53,0.2,13.67,No
1125,2025-04-20,East,Technology,Accessories,Customer_007,3,2061.24,0,142.83,No
1126,2025-11-13,North,Office Supplies,Labels,Customer_044,3,51.51,0.2,6.57,Yes
1127,2025-08-18,South,Technology,Machines,Customer_029,8,1926.76,0,273.52,No
1128,2025-09-15,West,Technology,Copiers,Customer_024,3,1510.67,0,95.24,No
1129,2025-05-26,North,Office Supplies,Binders,Customer_053,3,116.1,0.1,7.62,No
1130,2025-08-01,West,Technology,Phones,Customer_007,2,554.46,0,58.85,No
1131,2025-01-20,East,Furniture,Tables,Customer_058,3,756.29,0.2,101.21,No
1132,2025-04-21,North,Furniture,Bookcases,Customer_008,7,3599.27,0,878.38,Yes
1133,2025-11-24,North,Furniture,Storage,Customer_037,8,3942.62,0.15,616.67,No
1134,2025-05-30,South,Office Supplies,Paper,Customer_024,7,169.36,0,36.6,Yes
1135,2025-07-19,North,Office Supplies,Binders,Customer_005,6,204.1,0,48.34,Yes
1136,2025-10-25,East,Furniture,Chairs,Customer_030,6,3051.16,0.2,228.89,No
1137,2025-03-11,West,Office Supplies,Paper,Customer_003,5,127.81,0,7.79,Yes
1138,2025-10-06,East,Technology,Copiers,Customer_042,5,426.06,0,113.13,Yes
1139,2025-07-08,East,Technology,Phones,Customer_032,7,2695.13,0,790.83,Yes
1140,2025-02-12,East,Office Supplies,Labels,Customer_021,3,165.61,0.15,17.38,Yes
1141,2025-11-05,East,Technology,Copiers,Customer_040,8,1539.86,0,356.79,No
1142,2025-02-08,West,Technology,Phones,Customer_051,3,691.58,0,59.26,No
1143,2025-02-04,West,Furniture,Tables,Customer_024,1,131.77,0.15,9.9,No
1144,2025-10-21,East,Technology,Phones,Customer_012,5,1788.67,0,518.95,Yes
1145,2025-10-15,West,Office Supplies,Envelopes,Customer_032,4,150.29,0.15,15.51,No
1146,2025-02-07,South,Furniture,Tables,Customer_043,2,661.63,0.2,154.5,No
1147,2025-10-09,East,Office Supplies,Binders,Customer_013,3,227.21,0,40.26,Yes
1148,2025-01-14,South,Furniture,Storage,Customer_026,3,843.15,0.15,194.26,Yes
1149,2025-07-29,West,Office Supplies,Envelopes,Customer_009,2,101.31,0.1,15.18,No
1150,2025-09-15,South,Furniture,Storage,Customer_046,3,1743.75,0,158.97,Yes
1151,2025-02-10,South,Technology,Machines,Customer_033,3,1657.82,0.2,166.72,No
1152,2025-03-29,South,Office Supplies,Paper,Customer_050,1,52.9,0,3.72,No
1153,2025-10-20,East,Office Supplies,Paper,Customer_052,5,232.94,0.2,53.89,Yes
1154,2025-02-07,West,Technology,Copiers,Customer_056,8,876.51,0,118.37,Yes
1155,2025-07-24,East,Office Supplies,Labels,Customer_016,6,311.02,0,51.82,Yes
1156,2025-05-29,South,Furniture,Chairs,Customer_013,3,1800.54,0,510.34,No
1157,2025-09-13,South,Technology,Copiers,Customer_038,7,3109.25,0.15,434.24,Yes
1158,2025-05-25,East,Furniture,Chairs,Customer_028,8,2968.64,0,546.74,No
1159,2025-07-26,South,Technology,Machines,Customer_033,4,1471.83,0,277.15,Yes
1160,2025-11-16,West,Office Supplies,Labels,Customer_024,7,355.5,0,88.42,No
1161,2025-09-14,South,Furniture,Storage,Customer_033,8,847.83,0.15,118.37,No
1162,2025-03-25,South,Technology,Machines,Customer_046,6,3227.96,0.15,705.35,No
1163,2025-07-08,East,Technology,Phones,Customer_039,5,727.12,0.2,155.91,No
1164,2025-01-27,West,Technology,Accessories,Customer_037,7,809.37,0,206.73,No
1165,2025-08-14,North,Furniture,Chairs,Customer_056,7,1701.84,0.15,352.59,No
1166,2025-09-23,North,Office Supplies,Paper,Customer_035,7,382.67,0,110.66,Yes
1167,2025-12-13,East,Office Supplies,Labels,Customer_018,5,292.87,0.15,42.58,No
1168,2025-05-28,East,Furniture,Bookcases,Customer_047,8,3929.63,0,747.11,No
1169,2025-10-21,East,Technology,Phones,Customer_046,6,2209.49,0,270.91,Yes
1170,2025-12-02,North,Technology,Copiers,Customer_040,5,2046.55,0.15,389.74,Yes
1171,2025-12-09,South,Furniture,Chairs,Customer_044,2,1156.46,0.1,137.98,Yes
1172,2025-07-28,South,Furniture,Tables,Customer_059,4,1761.92,0,229.56,No
1173,2025-10-01,North,Office Supplies,Paper,Customer_059,3,23.39,0.1,5.7,Yes
1174,2025-04-06,North,Technology,Copiers,Customer_060,1,771.6,0,96.14,No
1175,2025-11-25,East,Technology,Copiers,Customer_011,8,3699.82,0,363.33,Yes
1176,2025-04-06,West,Office Supplies,Labels,Customer_026,4,70.53,0,14.3,No
1177,2025-02-14,West,Office Supplies,Labels,Customer_025,8,408.86,0,116.1,Yes
1178,2025-06-18,South,Technology,Machines,Customer_030,6,3730.62,0.2,325.54,No
1179,2025-12-18,East,Furniture,Storage,Customer_019,5,1877.21,0.2,119.17,No
1180,2025-04-23,East,Office Supplies,Paper,Customer_049,6,258.21,0.1,52.4,No
1181,2025-09-27,South,Furniture,Chairs,Customer_013,2,655.85,0,168.68,No
1182,2025-09-24,South,Furniture,Bookcases,Customer_004,8,2601.96,0,714.82,Yes
1183,2025-08-22,West,Furniture,Storage,Customer_001,5,1213.01,0.2,53.8,No
1184,2025-01-24,South,Office Supplies,Binders,Customer_019,1,47.87,0,14.2,Yes
1185,2025-11-25,West,Furniture,Tables,Customer_025,7,2678.74,0.1,644.68,No
1186,2025-12-01,North,Office Supplies,Paper,Customer_054,7,556.24,0.15,38.69,No
1187,2025-08-26,North,Furniture,Bookcases,Customer_013,4,1720.88,0,284.21,Yes
1188,2025-11-11,North,Furniture,Storage,Customer_039,4,1913.39,0,143.93,Yes
1189,2025-07-25,North,Furniture,Chairs,Customer_053,1,308.26,0,54.25,Yes
1190,2025-05-02,East,Office Supplies,Labels,Customer_038,4,239.87,0.1,27.01,Yes
1191,2025-10-12,South,Office Supplies,Envelopes,Customer_010,7,555.8,0.15,61.27,Yes
1192,2025-10-03,East,Technology,Accessories,Customer_027,3,2267.12,0.1,568.63,No
1193,2025-05-11,South,Technology,Accessories,Customer_004,6,3370.69,0,619.9,No
1194,2025-02-07,East,Technology,Phones,Customer_020,4,2733.6,0.1,251.49,No
1195,2025-03-02,North,Furniture,Tables,Customer_050,4,1873.51,0.1,470.07,No
1196,2025-10-01,East,Technology,Copiers,Customer_031,8,2475.59,0.1,166.33,No
1197,2025-06-10,East,Furniture,Bookcases,Customer_038,3,974.3,0,112.23,No
1198,2025-04-11,West,Technology,Accessories,Customer_017,8,1741.38,0.15,316.24,No
1199,2025-08-24,West,Office Supplies,Envelopes,Customer_042,8,92.01,0,25.69,No
1200,2025-02-08,North,Office Supplies,Binders,Customer_046,7,436.28,0,113.71,Yes
1201,2025-09-16,South,Furniture,Tables,Customer_036,8,2663.85,0.2,366.47,Yes
1202,2025-09-29,West,Furniture,Chairs,Customer_010,7,2072.71,0,159.09,Yes
1203,2025-07-01,South,Furniture,Bookcases,Customer_015,7,1609.72,0.1,277.07,No
1204,2025-12-01,East,Office Supplies,Binders,Customer_041,7,56.8,0.1,7.38,Yes
1205,2025-02-12,North,Office Supplies,Paper,Customer_058,2,127.66,0.15,30.36,Yes
1206,2025-02-08,West,Technology,Phones,Customer_014,1,169.18,0,47.74,No
1207,2025-02-09,South,Office Supplies,Envelopes,Customer_049,7,349.14,0.2,76.57,Yes
1208,2025-09-14,South,Office Supplies,Binders,Customer_039,4,51.77,0,7.0,No
1209,2025-11-21,West,Technology,Phones,Customer_044,6,3098.31,0.15,751.32,No
1210,2025-05-07,West,Furniture,Bookcases,Customer_006,3,879.09,0.2,103.67,No
1211,2025-07-04,North,Technology,Copiers,Customer_007,7,886.71,0.1,151.03,Yes
1212,2025-10-11,North,Furniture,Bookcases,Customer_006,7,898.75,0,110.51,Yes
1213,2025-12-17,South,Office Supplies,Paper,Customer_027,8,231.71,0,15.25,Yes
1214,2025-07-04,East,Technology,Phones,Customer_026,4,1033.75,0.1,71.4,Yes
1215,2025-06-18,East,Office Supplies,Envelopes,Customer_013,3,220.32,0,28.68,No
1216,2025-07-23,West,Technology,Accessories,Customer_018,8,1396.65,0.15,291.44,No
1217,2025-10-16,West,Technology,Phones,Customer_029,1,518.67,0.2,68.63,No
1218,2025-07-29,East,Office Supplies,Binders,Customer_025,5,152.42,0.2,10.8,Yes
1219,2025-10-26,North,Technology,Copiers,Customer_045,7,3009.72,0.15,151.43,No
1220,2025-12-03,North,Furniture,Tables,Customer_001,7,2979.49,0,868.31,Yes
1221,2025-09-19,North,Technology,Accessories,Customer_044,4,1873.98,0.1,242.07,Yes
1222,2025-09-05,South,Technology,Phones,Customer_030,2,760.16,0.2,51.95,Yes
1223,2025-06-28,South,Office Supplies,Envelopes,Customer_008,6,360.72,0,45.11,No
1224,2025-12-13,North,Technology,Phones,Customer_030,3,2242.33,0.15,171.6,No
1225,2025-04-06,South,Technology,Accessories,Customer_046,4,1571.22,0.1,280.06,Yes
1226,2025-12-27,South,Furniture,Bookcases,Customer_017,3,1576.7,0,207.33,Yes
1227,2025-11-02,West,Office Supplies,Labels,Customer_046,6,52.91,0.1,9.73,No
1228,2025-12-11,East,Office Supplies,Binders,Customer_027,3,92.08,0,20.57,Yes
1229,2025-08-05,South,Office Supplies,Envelopes,Customer_012,3,179.57,0.15,14.0,Yes
1230,2025-07-03,East,Technology,Phones,Customer_044,7,3183.62,0.15,477.24,Yes
1231,2025-09-08,West,Technology,Copiers,Customer_019,4,1232.53,0,71.7,No
1232,2025-10-09,South,Technology,Copiers,Customer_047,6,3021.07,0.15,656.49,Yes
1233,2025-08-06,West,Office Supplies,Paper,Customer_053,5,199.39,0,32.39,No
1234,2025-05-02,North,Technology,Phones,Customer_053,7,4222.47,0,861.54,No
1235,2025-09-30,South,Furniture,Bookcases,Customer_033,5,1187.36,0,229.38,No
1236,2025-01-31,North,Furniture,Storage,Customer_016,3,1788.28,0,154.8,Yes
1237,2025-10-23,West,Technology,Accessories,Customer_026,2,677.12,0.2,134.69,No
1238,2025-08-21,East,Office Supplies,Labels,Customer_045,2,11.41,0.2,2.67,No
1239,2025-04-22,East,Furniture,Storage,Customer_037,6,3850.62,0,517.67,No
1240,2025-01-24,West,Technology,Phones,Customer_028,2,829.29,0,132.95,Yes
1241,2025-11-29,South,Office Supplies,Paper,Customer_043,2,148.56,0.2,16.65,Yes
1242,2025-11-17,South,Furniture,Storage,Customer_005,2,501.62,0.2,29.61,Yes
1243,2025-09-23,South,Office Supplies,Paper,Customer_015,2,120.06,0.1,24.15,Yes
1244,2025-02-22,West,Furniture,Chairs,Customer_034,3,473.74,0.2,113.03,Yes
1245,2025-08-14,North,Office Supplies,Paper,Customer_006,7,427.84,0.15,80.6,No
1246,2025-10-29,North,Furniture,Chairs,Customer_036,3,1378.81,0,164.41,Yes
1247,2025-12-04,East,Office Supplies,Binders,Customer_051,4,222.29,0.2,26.31,No
1248,2025-02-27,South,Technology,Copiers,Customer_056,1,554.99,0,157.33,Yes
1249,2025-08-30,West,Technology,Accessories,Customer_004,2,816.11,0,94.3,Yes
1250,2025-11-18,West,Office Supplies,Labels,Customer_010,7,167.3,0,35.16,No
1251,2025-02-10,East,Furniture,Bookcases,Customer_042,6,2282.8,0.1,403.94,No
1252,2025-05-03,North,Technology,Copiers,Customer_048,8,917.28,0.15,157.66,Yes
1253,2025-12-29,South,Furniture,Chairs,Customer_017,6,953.51,0.15,145.32,No
1254,2025-05-18,South,Technology,Accessories,Customer_046,6,872.82,0.1,92.69,Yes
1255,2025-09-19,North,Technology,Copiers,Customer_037,6,2548.25,0,289.94,Yes
1256,2025-01-23,North,Furniture,Chairs,Customer_055,6,3159.11,0.1,796.26,Yes
1257,2025-04-25,North,Office Supplies,Envelopes,Customer_044,5,295.11,0,56.92,Yes
1258,2025-09-22,North,Furniture,Tables,Customer_006,8,4722.68,0,1149.41,Yes
1259,2025-04-13,West,Furniture,Bookcases,Customer_050,4,602.24,0.1,77.0,No
1260,2025-03-19,South,Office Supplies,Paper,Customer_022,6,141.59,0.2,29.44,No
1261,2025-06-07,North,Office Supplies,Envelopes,Customer_018,8,182.9,0,53.62,Yes
1262,2025-09-24,North,Furniture,Tables,Customer_053,2,589.58,0.15,37.03,Yes
1263,2025-08-11,West,Furniture,Chairs,Customer_021,6,1655.44,0.1,335.5,No
1264,2025-02-08,West,Technology,Accessories,Customer_021,2,197.71,0,15.11,No
1265,2025-04-17,West,Furniture,Bookcases,Customer_046,2,409.5,0,103.15,No
1266,2025-03-17,North,Furniture,Bookcases,Customer_012,1,127.43,0.2,12.71,No
1267,2025-10-12,North,Technology,Copiers,Customer_015,3,712.17,0,37.74,No
1268,2025-07-10,South,Furniture,Storage,Customer_058,5,2293.56,0,127.18,Yes
1269,2025-06-19,West,Furniture,Chairs,Customer_044,7,653.9,0.2,77.81,Yes
1270,2025-04-20,West,Furniture,Bookcases,Customer_042,3,1077.02,0,219.2,No
1271,2025-10-09,East,Technology,Copiers,Customer_016,7,891.59,0,187.83,No
1272,2025-09-03,North,Technology,Machines,Customer_039,6,2481.06,0.1,262.62,Yes
1273,2025-01-30,South,Furniture,Bookcases,Customer_018,4,2102.1,0,157.73,No
1274,2025-07-01,North,Furniture,Storage,Customer_023,4,2265.23,0.15,249.35,No
1275,2025-10-18,North,Office Supplies,Labels,Customer_006,8,152.94,0.15,16.54,Yes
1276,2025-01-11,North,Furniture,Tables,Customer_052,4,1415.01,0,191.29,Yes
1277,2025-03-17,East,Furniture,Chairs,Customer_026,6,2541.24,0,364.41,No
1278,2025-06-15,North,Technology,Machines,Customer_036,8,1345.02,0.2,139.15,No
1279,2025-07-13,East,Furniture,Tables,Customer_050,1,263.5,0.2,60.54,Yes
1280,2025-11-10,North,Furniture,Bookcases,Customer_021,3,584.6,0,138.16,Yes
1281,2025-12-29,South,Office Supplies,Binders,Customer_023,1,31.69,0,3.25,No
1282,2025-01-25,East,Furniture,Chairs,Customer_025,7,2161.29,0.1,526.05,Yes
1283,2025-03-25,North,Technology,Accessories,Customer_022,1,649.4,0,74.86,Yes
1284,2025-02-08,South,Technology,Accessories,Customer_011,8,6078.18,0.2,280.8,No
1285,2025-02-21,West,Furniture,Chairs,Customer_004,5,819.55,0.2,78.93,No
1286,2025-03-20,West,Office Supplies,Envelopes,Customer_041,8,60.18,0,4.47,Yes
1287,2025-03-01,East,Furniture,Storage,Customer_024,5,1321.89,0,278.21,Yes
1288,2025-08-17,West,Technology,Accessories,Customer_043,5,1234.37,0.15,68.63,No
1289,2025-10-05,North,Furniture,Bookcases,Customer_035,1,295.27,0.1,67.66,Yes
1290,2025-09-01,West,Office Supplies,Paper,Customer_037,1,44.88,0.15,7.36,No
1291,2025-03-30,South,Furniture,Storage,Customer_044,4,2408.75,0,146.14,Yes
1292,2025-11-01,West,Furniture,Tables,Customer_021,2,278.33,0,40.92,No
1293,2025-01-07,East,Office Supplies,Envelopes,Customer_038,7,340.28,0,52.27,Yes
1294,2025-05-27,North,Furniture,Chairs,Customer_031,5,2655.44,0.1,510.71,No
1295,2025-07-26,North,Furniture,Bookcases,Customer_016,1,154.8,0.1,37.95,Yes
1296,2025-05-18,North,Office Supplies,Envelopes,Customer_045,5,331.52,0,39.81,Yes
1297,2025-06-03,North,Furniture,Tables,Customer_013,5,2932.97,0.2,361.8,No
1298,2025-09-06,West,Furniture,Storage,Customer_009,3,926.13,0,118.34,No
1299,2025-04-13,North,Furniture,Tables,Customer_030,6,3091.37,0.2,246.76,Yes
1300,2025-12-15,West,Office Supplies,Binders,Customer_011,3,96.63,0.1,17.11,No
1301,2025-05-26,East,Office Supplies,Binders,Customer_018,4,303.76,0,64.35,No
1302,2025-12-16,West,Office Supplies,Binders,Customer_020,1,34.81,0,3.94,No
1303,2025-06-28,East,Technology,Copiers,Customer_043,7,1645.16,0.15,105.69,Yes
1304,2025-06-02,East,Office Supplies,Labels,Customer_042,5,166.22,0.2,17.46,Yes
1305,2025-09-22,East,Furniture,Tables,Customer_002,7,3680.96,0.2,382.51,Yes
1306,2025-08-03,West,Technology,Machines,Customer_035,4,1566.63,0,362.89,No
1307,2025-09-17,West,Office Supplies,Labels,Customer_017,3,105.93,0,7.88,Yes
1308,2025-12-02,South,Office Supplies,Labels,Customer_017,5,319.28,0.1,70.98,Yes
1309,2025-08-29,East,Technology,Phones,Customer_056,2,1156.75,0.1,283.54,Yes
1310,2025-07-31,West,Office Supplies,Labels,Customer_059,4,39.79,0,6.06,No
1311,2025-04-03,West,Furniture,Bookcases,Customer_018,3,945.85,0,197.33,Yes
1312,2025-09-08,South,Furniture,Tables,Customer_031,7,3589.08,0.2,451.8,Yes
